koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,label
CONFIRMED,2.684328541,2.69382,18136.5,12.73,1265.0,603.57,2833.1,5561.0,4.411,0.956,1
CONFIRMED,2.806243488,1.6271,599.6,1.41,771.0,83.53,22.4,4153.0,4.684,0.581,1
FALSE POSITIVE,2.27190723,5.383,149.0,1.12,1318.0,714.27,36.8,5788.0,4.506,0.856,0
FALSE POSITIVE,7.132351753,2.9674,744.1,49.34,1579.0,1466.12,91.2,7530.0,4.08,1.93,0
CONFIRMED,6.53194024,3.3351,771.9,3.09,907.0,159.66,39.6,5301.0,4.391,0.977,1
CONFIRMED,51.3011844,5.359,498.9,2.07,492.0,13.86,19.6,6032.0,4.508,0.929,1
FALSE POSITIVE,1.097211085,1.6738,38946.0,16.07,740.0,71.01,83.5,3497.0,4.92,0.334,0
CONFIRMED,0.938466959,1.3015,217.4,1.58,1876.0,2919.17,54.4,5499.0,4.323,1.087,1
CONFIRMED,3.217518511,2.11481,14319.4,11.38,1185.0,464.73,1287.4,5720.0,4.473,0.903,1
CONFIRMED,4.66271902,2.757,1630.6,3.86,1039.0,274.98,28.2,5729.0,4.514,0.939,1
CONFIRMED,11.8150174,2.834,1003.0,3.48,762.0,79.66,10.5,5729.0,4.514,0.939,1
CONFIRMED,7.834433676,2.89,2018.1,3.47,689.0,53.33,246.6,4920.0,4.62,0.72,1
CONFIRMED,3.005156911,2.0747,691.6,2.2,949.0,191.27,115.1,4920.0,4.62,0.72,1
CONFIRMED,33.3856176,5.0361,553.2,2.48,580.0,26.73,37.1,5833.0,4.407,1.022,1
FALSE POSITIVE,8.48039789,6.249,259.7,1.71,866.0,132.85,22.7,5401.0,4.364,1.05,0
FALSE POSITIVE,1.333395306,1.188,114.5,0.86,1390.0,880.53,11.5,5199.0,4.527,0.811,0
CONFIRMED,7.71467686,4.5871,233.9,4.65,1622.0,1636.72,33.3,6900.0,3.843,2.599,1
CONFIRMED,4.4444826,3.686,163.0,1.71,1217.0,518.45,18.0,6240.0,4.426,1.079,1
FALSE POSITIVE,21.3781146,19.359,556.1,3.18,727.0,65.94,35.4,6218.0,4.417,1.131,0
CONFIRMED,29.5422566,13.902,879.9,3.15,515.0,16.56,39.5,5510.0,4.572,0.803,1
CONFIRMED,144.551628,16.599,1035.2,3.06,303.0,1.99,27.1,5510.0,4.572,0.803,1
CONFIRMED,8.04727721,5.159,486.0,2.33,855.0,126.56,36.1,5840.0,4.553,0.849,1
CONFIRMED,5.87063416,2.5736,505.6,1.44,616.0,33.99,23.2,4166.0,4.66,0.612,1
CONFIRMED,15.358767771,4.1223,14638.1,10.89,662.0,45.46,812.6,5422.0,4.484,0.887,1
CONFIRMED,29.5390897,4.139,403.3,2.51,714.0,61.49,18.8,6572.0,4.365,1.238,1
FALSE POSITIVE,0.94773253,1.7645,11306.0,45.58,2321.0,6862.81,103.9,6302.0,4.183,1.269,0
FALSE POSITIVE,0.784031658,0.7773,352.2,1.55,1705.0,1995.65,28.2,5435.0,4.578,0.824,0
CONFIRMED,13.07141889,3.0946,251.1,2.47,964.0,203.87,32.0,6122.0,4.173,1.439,1
FALSE POSITIVE,0.692015479,1.1315,4518.1,19.31,1057.0,294.34,163.4,3752.0,4.747,0.497,0
FALSE POSITIVE,17.0421346,7.507,3616.7,5.14,594.0,29.47,108.9,5367.0,4.59,0.773,0
FALSE POSITIVE,7.94671044,2.8419,6084.4,27.43,673.0,48.5,165.3,4859.0,4.626,0.702,0
FALSE POSITIVE,3.74781242,5.241,5367.0,38.04,1172.0,446.47,44.8,5780.0,4.438,1.0,0
CONFIRMED,3.989544192,1.591,190.0,0.93,903.0,157.1,26.2,5229.0,4.643,0.688,1
CONFIRMED,17.9776037,4.605,213.9,1.58,752.0,75.61,23.3,6296.0,4.46,1.006,1
CONFIRMED,11.8693144,4.653,101.9,1.09,864.0,131.58,13.9,6296.0,4.46,1.006,1
CONFIRMED,12.98494603,3.4497,257.2,1.64,818.0,105.74,38.4,5948.0,4.384,1.025,1
FALSE POSITIVE,7.300735516,5.78725,13051.7,13.32,1086.0,328.98,1640.0,6434.0,4.394,1.138,0
CONFIRMED,19.17893976,5.144,752.8,2.4,640.0,39.65,34.3,5767.0,4.538,0.881,1
CONFIRMED,6.99130452,2.1568,555.4,1.95,716.0,62.05,36.3,4847.0,4.606,0.761,1
CONFIRMED,3.517494725,1.5639,532.8,1.42,704.0,58.08,52.6,4132.0,4.699,0.564,1
CONFIRMED,6.93365167,4.608,119.6,1.7,1104.0,351.27,20.1,5861.0,4.212,1.304,1
CONFIRMED,61.0373591,8.378,437.5,3.38,610.0,32.74,40.2,6309.0,4.154,1.614,1
CONFIRMED,33.8677783,3.72,894.8,2.31,394.0,5.69,23.8,4564.0,4.593,0.691,1
FALSE POSITIVE,1064.2680956,11.5521,22771.7,33.63,281.0,1.47,1171.2,6340.0,3.833,2.173,0
FALSE POSITIVE,2.113202658,3.5234,2104.8,207.71,1281.0,635.47,97.2,5482.0,4.502,0.858,0
FALSE POSITIVE,1.157808038,3.6705,866.7,22.9,1579.0,1472.38,78.8,5566.0,4.532,0.886,0
FALSE POSITIVE,6.14281498,4.624,122.0,1.82,1355.0,796.26,36.0,6495.0,4.128,1.554,0
CONFIRMED,5.69919592,2.3906,159.4,1.16,964.0,204.18,35.3,5646.0,4.493,0.932,1
CONFIRMED,18.11473813,5.2706,241.5,2.49,830.0,112.43,51.3,6109.0,4.247,1.36,1
CONFIRMED,6.24145791,3.0998,163.7,1.6,1111.0,360.09,30.8,5810.0,4.25,1.259,1
CONFIRMED,20.4222447,6.22,189.3,1.78,785.0,89.74,34.7,6119.0,4.274,1.299,1
CONFIRMED,8.72585478,4.473,446.7,2.86,985.0,222.19,37.7,6036.0,4.326,1.131,1
CONFIRMED,12.88291395,5.676,460.5,3.15,865.0,132.23,33.6,6036.0,4.326,1.131,1
CONFIRMED,27.4345973,5.038,472.6,2.56,672.0,48.29,25.3,6036.0,4.326,1.131,1
CONFIRMED,4.22453631,3.128,159.1,1.6,1254.0,584.24,16.7,6036.0,4.326,1.131,1
CONFIRMED,44.5520266,6.0,362.1,2.29,572.0,25.3,16.7,6036.0,4.326,1.131,1
CONFIRMED,52.069002,3.0089,558.3,2.92,524.0,17.76,25.6,5565.0,4.251,1.246,1
CONFIRMED,2.418406841,2.0744,665.4,2.25,1226.0,535.84,69.1,5422.0,4.484,0.887,1
FALSE POSITIVE,5.0825188,3.328,105.0,0.88,968.0,207.45,17.1,5706.0,4.561,0.834,0
CONFIRMED,9.11500269,4.558,268.3,1.78,906.0,159.34,21.7,5962.0,4.431,1.028,1
FALSE POSITIVE,8.48031942,7.297,1426.7,4.54,918.0,168.01,92.8,5951.0,4.439,0.991,0
CONFIRMED,13.7223682,5.1231,571.1,2.23,746.0,73.16,97.9,5637.0,4.399,0.943,1
FALSE POSITIVE,3.582076914,4.4228,1534.4,5.33,1265.0,604.27,138.4,6109.0,4.422,0.993,0
CONFIRMED,15.43400996,4.2572,1785.9,4.3,721.0,63.79,59.7,5900.0,4.509,0.951,1
FALSE POSITIVE,1.780984316,2.173,590.9,2.33,1397.0,899.03,46.0,5730.0,4.545,0.87,0
CONFIRMED,7.63846084,3.957,71.7,1.12,1089.0,333.3,16.6,6119.0,4.274,1.299,1
CONFIRMED,70.6981724,6.632,357.7,1.63,417.0,7.11,37.7,5811.0,4.536,0.866,1
CONFIRMED,3.74443645,2.9191,73.3,1.1,1328.0,736.89,25.4,5876.0,4.269,1.293,1
FALSE POSITIVE,10.581581895,6.66929,112642.0,53.19,1098.0,342.98,1241.4,6168.0,4.074,1.567,0
FALSE POSITIVE,2.819453322,4.4127,71867.0,29.8,1357.0,803.4,202.0,5767.0,4.33,1.074,0
CONFIRMED,2.35574505,1.796,266.9,1.34,1093.0,338.4,17.0,4915.0,4.512,0.812,1
CONFIRMED,19.65639342,3.226,843.2,2.83,549.0,21.5,25.5,5288.0,4.613,0.74,1
FALSE POSITIVE,62.81584402,2.6901,1688.4,57.62,582.0,27.14,54.6,6340.0,4.23,1.492,0
CONFIRMED,70.468171,6.653,922.4,3.46,511.0,16.17,45.0,6461.0,4.396,1.131,1
CONFIRMED,3.93246069,2.1763,455.5,1.65,894.0,151.31,30.6,4841.0,4.533,0.779,1
CONFIRMED,0.921030497,2.6077,101.5,1.62,2362.0,7380.64,27.0,5843.0,4.069,1.615,1
CONFIRMED,5.960400011,2.8617,828.3,2.85,890.0,148.26,126.1,5418.0,4.534,0.886,1
CONFIRMED,85.3514875,6.7504,4674.7,6.31,390.0,5.44,142.8,5584.0,4.478,0.938,1
CONFIRMED,69.72646639,3.7177,4491.2,11.65,613.0,33.3,300.7,6430.0,4.107,1.731,1
CONFIRMED,1.609321941,1.6067,728.5,1.57,958.0,199.28,35.3,4224.0,4.662,0.603,1
CONFIRMED,9.51220046,2.9497,1169.4,1.99,530.0,18.66,31.9,4224.0,4.662,0.603,1
CONFIRMED,4.72941177,2.234,434.3,1.22,669.0,47.3,14.6,4224.0,4.662,0.603,1
CONFIRMED,4.887803076,2.36255,4315.8,4.82,800.0,96.67,862.3,4778.0,4.591,0.763,1
CONFIRMED,4.437962934,4.69813,16387.6,18.05,1338.0,757.65,3535.6,5953.0,4.175,1.415,1
CONFIRMED,20.74028645,10.3939,1023.3,4.24,798.0,95.68,155.3,6226.0,4.264,1.299,1
FALSE POSITIVE,1.207852845,3.5802,49720.0,38.59,1539.0,1331.31,205.9,5601.0,4.533,0.797,0
FALSE POSITIVE,2.379282197,3.1729,48434.0,25.74,1571.0,1442.19,538.0,6392.0,4.399,1.162,0
FALSE POSITIVE,26.0692512,7.487,831.5,23.61,591.0,28.85,59.7,5585.0,4.409,0.91,0
CONFIRMED,9.69501146,2.75,515.2,2.08,833.0,114.06,18.3,5896.0,4.516,0.914,1
CONFIRMED,15.3825394,3.815,550.5,2.14,714.0,61.61,18.4,5896.0,4.516,0.914,1
FALSE POSITIVE,1.818939148,1.644,331.2,1.82,1549.0,1364.15,39.3,6153.0,4.487,0.962,0
CONFIRMED,40.1097817,5.2096,732.0,3.11,556.0,22.65,40.3,5509.0,4.265,1.169,1
CONFIRMED,2.46106962,2.184,84.2,0.84,1195.0,483.09,18.0,5418.0,4.534,0.886,1
FALSE POSITIVE,3.403743926,1.5017,815.9,10.77,1101.0,346.98,59.5,5596.0,4.533,0.853,0
CONFIRMED,8.03753796,2.9118,286.5,1.54,744.0,72.44,31.1,5044.0,4.511,0.804,1
FALSE POSITIVE,2.43902575,1.1598,82.5,2.61,2307.0,6700.04,20.5,6546.0,3.817,2.784,0
CONFIRMED,56.3587987,6.927,2559.6,5.04,419.0,7.29,44.4,5446.0,4.525,0.821,1
CONFIRMED,242.467406,12.808,340.3,1.73,286.0,1.59,23.2,5637.0,4.399,0.943,1
CONFIRMED,76.13622222,7.9393,2949.5,4.78,399.0,6.01,339.4,5591.0,4.494,0.892,1
FALSE POSITIVE,4.9883872,9.142,638.2,2.59,990.0,227.27,52.9,5819.0,4.565,0.823,0
FALSE POSITIVE,2.586878667,6.1614,25480.0,19.84,1666.0,1823.52,261.3,6812.0,4.343,1.172,0
FALSE POSITIVE,3.964333304,4.7136,25886.2,37.09,1680.0,1881.78,408.5,5758.0,3.808,2.318,0
FALSE POSITIVE,1.525924389,3.15998,24627.2,49.86,1722.0,2072.8,423.9,6203.0,4.427,1.06,0
FALSE POSITIVE,5.910371418,3.88962,17219.2,12.62,1053.0,290.83,990.3,6200.0,4.488,0.958,0
CONFIRMED,5.92365747,2.6302,406.5,0.99,531.0,18.87,26.4,3883.0,4.762,0.496,1
CONFIRMED,105.3582299,3.81,1210.2,1.87,204.0,0.41,22.6,3883.0,4.762,0.496,1
CONFIRMED,3.24325988,3.03318,16450.9,12.91,1243.0,563.17,1586.2,5823.0,4.438,1.013,1
CONFIRMED,56.4758069,5.961,1091.8,3.22,417.0,7.14,70.0,5497.0,4.57,0.839,1
CONFIRMED,92.8747294,7.474,658.8,2.64,353.0,3.68,37.9,5497.0,4.57,0.839,1
CONFIRMED,1.538180949,1.2635,841.0,1.0,602.0,30.85,47.7,3364.0,4.978,0.274,1
CONFIRMED,10.4188915,3.0069,670.0,3.17,855.0,126.48,42.1,5692.0,4.36,1.064,1
CONFIRMED,20.4998763,6.501,437.8,2.8,731.0,67.67,21.1,6249.0,4.428,1.076,1
CONFIRMED,1.921437488,1.9046,278.7,1.77,1276.0,626.79,56.7,5238.0,4.472,0.851,1
CONFIRMED,96.109323,9.877,982.3,4.01,409.0,6.59,28.7,5792.0,4.375,1.005,1
CONFIRMED,20.38174802,3.7922,1597.1,3.16,528.0,18.36,46.8,4883.0,4.515,0.808,1
CONFIRMED,5.101375725,2.595,894.6,2.84,1050.0,287.28,55.1,5869.0,4.479,0.954,1
FALSE POSITIVE,17.7940049,4.091,879.4,312.48,762.0,79.54,27.7,6273.0,4.442,1.044,0
FALSE POSITIVE,3.47021401,2.289,1105.2,2.4,933.0,179.02,8.3,4922.0,4.555,0.744,0
FALSE POSITIVE,2.139325409,2.8056,6897.8,11.61,1007.0,243.34,164.4,4765.0,4.642,0.666,0
CONFIRMED,572.376632,24.42,1743.4,5.8,264.0,1.15,78.6,6226.0,4.264,1.299,1
FALSE POSITIVE,2.233799622,3.04,2658.5,28.63,1287.0,650.73,228.9,5741.0,4.555,0.846,0
FALSE POSITIVE,31.13862664,5.2482,11427.0,12.88,582.0,27.22,163.7,5919.0,4.485,1.0,0
CONFIRMED,13.93068791,2.312,186.5,1.4,665.0,46.19,14.9,5497.0,4.57,0.839,1
CONFIRMED,20.4074846,8.839,363.4,2.9,660.0,44.8,24.5,5823.0,4.472,0.972,1
FALSE POSITIVE,12.36564669,3.644,388.4,24.89,804.0,98.51,22.8,6075.0,4.495,0.952,0
CONFIRMED,10.35078415,6.253,273.1,1.97,842.0,119.01,36.5,5534.0,4.338,1.08,1
CONFIRMED,62.9224936,11.64,417.8,2.75,462.0,10.73,28.7,5534.0,4.338,1.08,1
CONFIRMED,38.6520796,5.607,566.5,2.07,487.0,13.28,24.8,5422.0,4.484,0.887,1
CONFIRMED,14.20442616,3.898,800.6,1.9,602.0,31.1,26.7,5350.0,4.647,0.678,1
CONFIRMED,55.673582,3.778,765.1,2.19,384.0,5.16,22.7,4998.0,4.53,0.808,1
CONFIRMED,6.82778157,2.3726,545.8,1.34,577.0,26.31,32.2,4198.0,4.689,0.574,1
FALSE POSITIVE,0.687895191,2.4233,462.5,1.35,1391.0,888.72,60.9,4478.0,4.615,0.651,0
CONFIRMED,127.2824442,7.1545,8088.6,12.04,392.0,5.61,148.1,5733.0,4.281,1.183,1
CONFIRMED,10.06083238,4.5718,460.2,2.58,899.0,154.16,86.4,5705.0,4.297,1.14,1
CONFIRMED,30.1837021,5.879,974.9,3.65,634.0,38.2,37.9,5733.0,4.281,1.183,1
FALSE POSITIVE,2.92928244,6.794,268.6,38.42,2112.0,4706.45,39.2,6634.0,3.831,2.251,0
CONFIRMED,52.75878505,6.6517,5805.8,8.76,540.0,20.08,265.4,6228.0,4.413,1.137,1
FALSE POSITIVE,1.332564478,6.0325,1071.5,27.04,1618.0,1627.5,119.6,5995.0,4.536,0.878,0
FALSE POSITIVE,41.0772969,5.525,1216.8,3.25,523.0,17.74,28.8,5665.0,4.381,0.938,0
FALSE POSITIVE,135.9121619,5.628,10188.0,40.18,370.0,4.41,99.5,6141.0,4.468,0.959,0
CONFIRMED,42.4729078,7.253,334.0,2.03,539.0,19.93,22.8,5616.0,4.327,1.111,1
CONFIRMED,15.17026921,4.3311,224.8,2.47,905.0,158.23,45.4,6297.0,4.26,1.369,1
CONFIRMED,39.4576228,9.557,244.8,2.8,658.0,44.26,41.6,6297.0,4.26,1.369,1
CONFIRMED,17.8159689,3.6765,776.8,3.12,699.0,56.48,22.5,5964.0,4.484,0.933,1
CONFIRMED,36.5157639,3.6577,861.3,2.55,425.0,7.71,34.7,4847.0,4.54,0.781,1
CONFIRMED,14.07969236,1.375,169.5,2.08,931.0,177.81,26.2,5821.0,4.097,1.547,1
CONFIRMED,16.54081386,2.5996,370.0,1.57,570.0,24.87,32.8,5064.0,4.572,0.769,1
CONFIRMED,3.609313059,1.7752,1375.1,3.26,1092.0,336.16,35.0,5668.0,4.545,0.868,1
CONFIRMED,1.93155546,1.614,504.9,2.25,1290.0,655.43,8.6,5461.0,4.552,0.858,1
CONFIRMED,8.41100305,2.4553,755.6,1.8,472.0,11.71,27.6,3757.0,4.718,0.539,1
CONFIRMED,13.52252364,3.987,690.6,2.11,652.0,42.82,22.4,5338.0,4.557,0.816,1
CONFIRMED,134.2520474,9.0636,832.1,3.43,393.0,5.63,57.2,5818.0,4.276,1.2,1
CONFIRMED,3.268695042,3.45188,10091.4,16.91,1597.0,1539.0,1429.9,5927.0,4.046,1.691,1
CONFIRMED,99.7468804,6.804,1287.0,3.94,391.0,5.55,45.6,5620.0,4.363,0.974,1
FALSE POSITIVE,22.84156293,2.5997,2940.7,30.0,557.0,22.78,47.6,5381.0,4.538,0.826,0
CONFIRMED,11.720123999,3.0039,9763.3,7.94,660.0,44.89,707.3,5215.0,4.564,0.77,1
CONFIRMED,4.33643506,4.1445,108.5,1.75,1453.0,1054.56,48.0,6180.0,4.133,1.603,1
CONFIRMED,15.95541913,3.9851,762.6,2.18,573.0,25.54,39.0,4891.0,4.516,0.805,1
CONFIRMED,8.25980352,2.928,298.4,1.35,714.0,61.43,18.3,4891.0,4.516,0.805,1
CONFIRMED,62.5613879,5.907,1372.6,3.54,417.0,7.13,35.0,5662.0,4.56,0.84,1
CONFIRMED,8.96847034,4.4073,234.3,2.17,1024.0,259.95,38.2,5808.0,4.185,1.374,1
CONFIRMED,1.907810683,1.8707,120.5,0.91,1268.0,609.28,40.9,5435.0,4.578,0.824,1
FALSE POSITIVE,48.118812545,5.27958,69850.7,45.18,490.0,13.6,2145.1,6003.0,4.536,0.872,0
CONFIRMED,2.514628496,1.6239,228.4,1.27,1217.0,517.89,33.3,5662.0,4.56,0.84,1
CONFIRMED,8.025118521,5.3694,3120.4,7.79,1093.0,336.73,373.0,6002.0,4.196,1.369,1
CONFIRMED,5.79529495,2.272,334.3,1.05,534.0,19.23,14.8,3757.0,4.718,0.539,1
CONFIRMED,73.7578875,2.69,1836.9,4.28,375.0,4.66,20.2,5029.0,4.429,0.93,1
CONFIRMED,8.30537702,3.751,365.6,1.69,809.0,101.43,28.5,5435.0,4.495,0.873,1
CONFIRMED,13.22714056,3.2861,812.0,2.22,638.0,39.1,51.8,5180.0,4.548,0.8,1
CONFIRMED,51.8098276,6.343,1025.4,2.6,410.0,6.71,56.8,5191.0,4.53,0.826,1
CONFIRMED,4.38536428,2.5126,198.5,1.15,935.0,180.22,25.9,5191.0,4.53,0.826,1
CONFIRMED,34.205785079,5.1691,183.2,1.1,471.0,11.67,11.6,5191.0,4.53,0.826,1
CONFIRMED,13.97945055,1.2325,356.1,1.97,635.0,38.44,17.1,5191.0,4.53,0.826,1
CONFIRMED,3.554856338,2.1004,232.9,1.29,1157.0,425.04,40.8,6068.0,4.565,0.831,1
CONFIRMED,5.28790754,8.5274,343.9,7.1,1661.0,1802.31,90.6,4994.0,3.433,3.818,1
CONFIRMED,8.45746636,2.2906,1320.3,1.87,540.0,20.08,21.8,4347.0,4.73,0.524,1
CONFIRMED,17.28116957,2.829,1562.8,2.04,425.0,7.75,20.3,4347.0,4.73,0.524,1
CONFIRMED,32.1340014,2.691,1262.0,1.84,346.0,3.39,11.8,4347.0,4.73,0.524,1
CONFIRMED,59.7711433,4.843,574.5,3.17,522.0,17.53,38.5,6214.0,4.382,1.122,1
CONFIRMED,4.417692516,2.323,279.2,1.57,790.0,92.16,35.1,4766.0,4.645,0.664,1
CONFIRMED,10.08744556,2.9884,568.1,3.15,942.0,186.14,39.9,6310.0,4.417,1.095,1
CONFIRMED,16.34355902,5.474,829.4,3.26,730.0,67.34,34.0,5730.0,4.394,1.056,1
CONFIRMED,21.96401646,2.7509,693.4,2.57,643.0,40.41,26.9,5774.0,4.447,0.958,1
CONFIRMED,125.602323,7.105,925.7,2.89,360.0,3.95,23.3,5774.0,4.447,0.958,1
CONFIRMED,12.51353325,4.301,430.8,1.88,706.0,58.69,30.0,5435.0,4.495,0.873,1
CONFIRMED,17.9134215,4.364,197.8,1.39,626.0,36.38,11.4,5435.0,4.495,0.873,1
CONFIRMED,25.2149143,5.76,174.1,1.19,559.0,23.05,9.9,5435.0,4.495,0.873,1
CONFIRMED,5.42586901,2.5342,259.0,1.48,973.0,211.66,26.1,5594.0,4.489,0.934,1
CONFIRMED,19.58561177,1.755,532.9,3.09,666.0,46.51,27.1,5618.0,4.401,0.996,1
CONFIRMED,4.544436472,1.8141,879.3,3.0,1017.0,253.48,42.5,5445.0,4.458,0.937,1
CONFIRMED,12.76220558,2.0688,653.8,3.18,721.0,63.86,17.4,5445.0,4.458,0.937,1
CONFIRMED,38.7149617,3.441,694.8,2.62,498.0,14.55,16.2,5445.0,4.458,0.937,1
FALSE POSITIVE,8.78458274,6.459,210.8,2.6,1149.0,411.55,25.9,5927.0,4.046,1.691,0
CONFIRMED,3.69298623,1.7744,763.3,1.74,745.0,72.66,33.9,4402.0,4.682,0.572,1
CONFIRMED,5.334082429,6.2226,4676.5,13.08,1495.0,1180.64,653.4,6332.0,4.016,1.905,1
CONFIRMED,6.4980147,2.4384,190.9,1.87,1026.0,262.18,41.2,5727.0,4.328,1.104,1
CONFIRMED,19.76169247,3.9097,392.5,2.81,791.0,92.38,35.3,6327.0,4.327,1.175,1
CONFIRMED,5.18498961,2.1397,430.1,1.15,652.0,42.62,36.4,4325.0,4.68,0.56,1
CONFIRMED,85.6542476,6.866,476.0,3.56,522.0,17.51,36.6,5818.0,4.065,1.647,1
CONFIRMED,19.32945602,3.794,935.5,2.26,529.0,18.57,26.8,5026.0,4.604,0.763,1
CONFIRMED,3.290114076,1.5151,645.3,1.49,802.0,97.96,30.3,4484.0,4.654,0.594,1
FALSE POSITIVE,2.086075752,2.2647,3657.8,10.3,1845.0,2747.42,102.2,6131.0,4.071,1.417,0
CONFIRMED,3.311864148,1.4049,5976.5,9.06,1116.0,365.94,448.2,5461.0,4.499,0.937,1
CONFIRMED,2.422084188,2.5613,1871.8,3.55,1213.0,511.66,423.7,5598.0,4.565,0.83,1
CONFIRMED,78.5461106,8.689,658.7,3.55,501.0,14.85,35.6,5808.0,4.172,1.397,1
CONFIRMED,16.92342126,4.1864,1125.3,3.4,702.0,57.37,40.8,5786.0,4.465,0.99,1
CONFIRMED,5.47665801,2.5482,648.0,2.01,741.0,71.0,32.1,4650.0,4.589,0.706,1
CONFIRMED,4.580346161,2.097,308.3,1.38,889.0,147.56,49.8,5103.0,4.558,0.789,1
CONFIRMED,2.248288213,2.0361,263.2,1.25,1127.0,380.75,59.7,5103.0,4.558,0.789,1
CONFIRMED,6.76690759,1.7062,249.3,1.31,781.0,87.79,29.7,5103.0,4.558,0.789,1
CONFIRMED,34.1732156,4.7679,635.0,2.37,465.0,11.09,38.9,5201.0,4.573,0.834,1
CONFIRMED,16.7364755,2.151,1147.0,2.73,464.0,10.99,9.9,4334.0,4.618,0.653,1
FALSE POSITIVE,137.8645881,1.922,2363.0,15.9,170.0,0.2,28.2,3645.0,4.797,0.449,0
CONFIRMED,12.43929428,3.176,254.3,1.3,627.0,36.57,24.9,4987.0,4.531,0.773,1
CONFIRMED,7.62635494,2.4168,296.1,1.21,703.0,57.89,32.5,4955.0,4.61,0.721,1
CONFIRMED,11.35010642,2.2792,1221.0,1.75,403.0,6.25,38.3,3597.0,4.734,0.514,1
CONFIRMED,109.4450597,3.792,1269.6,3.04,340.0,3.14,30.1,5403.0,4.5,0.868,1
CONFIRMED,7.56052209,3.8573,659.8,2.4,914.0,164.9,34.6,5895.0,4.503,0.94,1
CONFIRMED,12.12401737,3.3091,788.4,2.37,675.0,48.98,40.1,5094.0,4.469,0.87,1
CONFIRMED,9.38740646,1.6165,384.6,1.69,575.0,25.83,22.3,4500.0,4.656,0.646,1
CONFIRMED,7.41556471,1.973,150.4,0.79,622.0,35.37,11.8,4500.0,4.656,0.646,1
CONFIRMED,24.2101973,4.046,458.0,1.5,451.0,9.8,14.1,4650.0,4.589,0.706,1
CONFIRMED,23.8990075,15.955,293.4,3.26,823.0,108.3,61.5,5511.0,3.914,1.93,1
CONFIRMED,6.22161107,3.4117,165.0,1.59,1101.0,348.15,29.0,6277.0,4.417,1.097,1
CONFIRMED,6.17998508,2.1094,750.5,2.12,814.0,104.06,29.0,5149.0,4.551,0.791,1
CONFIRMED,1.569066598,2.7803,147.2,1.68,1849.0,2763.39,48.7,5821.0,4.172,1.395,1
CONFIRMED,9.59068586,3.452,544.6,3.93,1087.0,329.34,40.0,5476.0,3.904,1.673,1
CONFIRMED,7.03932913,3.514,836.7,4.67,1060.0,298.33,48.6,5846.0,4.278,1.24,1
CONFIRMED,49.6075771,2.9575,626.7,2.12,402.0,6.17,44.9,5187.0,4.592,0.774,1
CONFIRMED,16.84183355,2.6194,822.1,3.08,699.0,56.43,23.6,5602.0,4.404,1.009,1
CONFIRMED,7.340714946,2.9987,8510.5,14.31,1155.0,421.03,856.3,6056.0,4.191,1.498,1
CONFIRMED,12.55111099,3.1293,494.1,1.34,480.0,12.56,33.2,4213.0,4.669,0.598,1
CONFIRMED,3.003879547,3.2848,8538.0,10.96,1438.0,1011.87,80.8,6311.0,4.398,1.172,1
CONFIRMED,24.0884178,3.952,387.2,1.16,386.0,5.26,21.0,4213.0,4.669,0.598,1
CONFIRMED,12.75800092,4.1828,187.9,1.49,822.0,107.96,41.7,5782.0,4.34,1.095,1
CONFIRMED,5.47033376,3.1441,112.0,1.15,1090.0,334.27,32.7,5782.0,4.34,1.095,1
CONFIRMED,6.51112385,1.6919,695.1,3.09,1008.0,243.67,38.4,6032.0,4.465,1.001,1
CONFIRMED,23.85163321,2.4453,833.7,3.37,654.0,43.19,28.6,6032.0,4.465,1.001,1
CONFIRMED,2.714078374,1.3115,143.5,1.38,1301.0,675.86,36.8,5815.0,4.461,0.992,1
CONFIRMED,122.8799543,7.835,717.7,2.7,326.0,2.66,41.9,5413.0,4.51,0.861,1
CONFIRMED,4.88753111,2.034,679.6,2.45,1003.0,239.11,17.4,5568.0,4.499,0.957,1
CONFIRMED,6.14728341,2.7645,119.7,0.79,770.0,83.18,26.8,4997.0,4.598,0.746,1
CONFIRMED,2.800111267,1.0237,706.7,2.13,956.0,197.81,33.5,4786.0,4.579,0.704,1
CONFIRMED,34.3511339,4.4408,599.4,2.75,576.0,26.1,28.8,6091.0,4.487,0.967,1
CONFIRMED,3.413036353,2.61366,3868.7,6.62,1200.0,490.24,480.7,5392.0,4.314,1.087,1
CONFIRMED,3.00725068,4.4302,285.8,1.56,1122.0,373.99,30.0,5667.0,4.587,0.781,1
CONFIRMED,4.194496867,1.7807,660.7,1.57,577.0,26.2,45.0,3706.0,4.747,0.522,1
CONFIRMED,1.970340203,1.7901,403.2,3.97,1599.0,1540.07,56.3,4883.0,3.972,1.667,1
CONFIRMED,5.05821338,1.132,748.3,10.69,1168.0,439.8,43.2,4883.0,3.972,1.667,1
CONFIRMED,26.85323647,4.4557,965.8,2.65,544.0,20.77,53.3,5329.0,4.455,0.869,1
CONFIRMED,25.0985083,2.7727,167.6,1.59,656.0,43.84,21.3,5782.0,4.34,1.095,1
CONFIRMED,34.2685741,4.8251,699.3,2.44,477.0,12.2,38.2,5083.0,4.468,0.872,1
CONFIRMED,5.75321539,1.7948,733.8,3.14,920.0,169.44,31.8,5445.0,4.51,0.929,1
