koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,label
CONFIRMED,177.668663,9.298,901.4,2.32,233.0,0.7,12.7,4721.0,4.615,0.701,1
FALSE POSITIVE,0.98041685,0.919,105.7,0.75,1388.0,880.5,8.8,4861.0,4.572,0.722,0
CONFIRMED,92.263742,8.605,296.9,2.22,469.0,11.42,12.2,6084.0,4.287,1.283,1
CONFIRMED,6.64754478,1.961,289.3,1.72,999.0,235.89,12.4,6046.0,4.478,1.007,1
FALSE POSITIVE,1.23517588,5.476,232.9,1.59,1697.0,1955.7,19.3,5780.0,4.438,1.0,0
FALSE POSITIVE,0.416995408,0.8928,112.6,0.84,2433.0,8299.79,19.9,6150.0,4.498,0.781,0
FALSE POSITIVE,256.52387,9.07,126.1,1.33,338.0,3.1,7.5,6348.0,4.323,1.18,0
FALSE POSITIVE,3.0001191,6.61,7.7,0.73,2566.0,10247.93,7.3,8431.0,3.97,2.485,0
CONFIRMED,81.4160138,14.175,762.3,4.63,522.0,17.53,54.3,6352.0,4.267,1.401,1
FALSE POSITIVE,8.5900471,3.463,137.0,0.8,677.0,49.76,9.6,4914.0,4.575,0.707,0
FALSE POSITIVE,357.82544,9.12,152.5,1.7,306.0,2.08,11.1,6131.0,4.248,1.312,0
CONFIRMED,30.8278245,4.214,641.3,2.42,585.0,27.66,13.9,5982.0,4.493,0.96,1
CONFIRMED,47.1607932,4.003,723.2,2.58,503.0,15.07,13.6,5936.0,4.501,0.965,1
CONFIRMED,49.2768448,3.787,1132.9,1.75,271.0,1.28,17.8,3899.0,4.713,0.529,1
CONFIRMED,35.2330694,3.674,352.8,0.97,288.0,1.62,14.5,3749.0,4.743,0.524,1
FALSE POSITIVE,45.3965379,3.826,1001.6,1.97,326.0,2.66,15.3,4266.0,4.626,0.643,0
FALSE POSITIVE,508.807642,4.495,2127.0,39.59,595.0,29.54,14.8,4893.0,2.454,8.811,0
FALSE POSITIVE,362.69427,9.7,439.9,3.54,315.0,2.32,11.0,5288.0,3.898,1.719,0
FALSE POSITIVE,370.35639,12.75,732.2,2.82,268.0,1.21,13.0,6117.0,4.457,1.025,0
FALSE POSITIVE,0.729724346,2.699,23.0,0.51,2151.0,5081.58,14.3,6084.0,4.426,1.03,0
FALSE POSITIVE,0.821472455,2.433,127.1,0.92,1559.0,1395.92,11.3,4889.0,4.503,0.836,0
FALSE POSITIVE,1.29019586,3.741,86.5,0.78,1530.0,1293.44,11.1,5693.0,4.558,0.842,0
FALSE POSITIVE,8.48032079,5.791,170.7,0.95,759.0,78.45,14.7,5415.0,4.556,0.728,0
FALSE POSITIVE,227.6258,9.47,131.0,1.79,394.0,5.7,8.8,6240.0,4.103,1.549,0
CONFIRMED,18.1373788,3.844,310.8,1.41,433.0,8.31,11.3,4257.0,4.648,0.602,1
CONFIRMED,51.1104797,7.712,330.0,1.6,478.0,12.38,21.9,5968.0,4.534,0.881,1
CONFIRMED,47.9869119,5.342,859.3,3.35,493.0,14.01,25.7,5641.0,4.408,0.981,1
FALSE POSITIVE,359.047933,16.637,5622.7,7.76,260.0,1.08,91.1,5609.0,4.346,1.048,0
FALSE POSITIVE,29.8042694,3.107,1046.5,24.73,505.0,15.34,17.9,5223.0,4.488,0.827,0
FALSE POSITIVE,1.003049079,7.9657,219273.0,42.5,1714.0,2049.63,1766.7,5775.0,4.518,0.844,0
FALSE POSITIVE,0.933157032,2.614,87.8,7.29,2202.0,5565.35,15.2,6499.0,4.378,1.169,0
FALSE POSITIVE,37.1083458,4.112,366.5,1.71,492.0,13.84,7.9,5591.0,4.559,0.86,0
FALSE POSITIVE,1.02104719,6.39,246.1,13.68,2129.0,4852.49,18.5,6444.0,4.376,1.2,0
FALSE POSITIVE,12.083457,3.536,312.5,2.09,932.0,178.53,8.6,6422.0,4.364,1.175,0
FALSE POSITIVE,401.5907,14.77,115.0,1.01,256.0,1.02,11.9,6170.0,4.482,0.939,0
FALSE POSITIVE,53.912783631,44.0504,216.7,4.25,697.0,55.85,56.4,6085.0,3.917,2.02,0
FALSE POSITIVE,1.23142395,2.186,19.6,0.77,2317.0,6786.33,10.8,6011.0,3.971,1.73,0
FALSE POSITIVE,386.828262,5.045,1024.9,6.54,340.0,3.15,19.7,6384.0,4.107,1.615,0
FALSE POSITIVE,15.8733803,7.4672,4094.1,8.15,830.0,111.99,136.5,6161.0,4.276,1.054,0
FALSE POSITIVE,42.3991752,7.251,484.0,3.23,580.0,26.75,36.9,6133.0,4.37,1.121,0
FALSE POSITIVE,25.95198823,14.602,5103.3,39.94,680.0,50.51,125.0,6363.0,4.444,1.035,0
FALSE POSITIVE,25.9522401,20.813,2896.9,42.91,572.0,25.35,90.5,5659.0,4.528,0.904,0
FALSE POSITIVE,14.12809896,2.326,263.1,1.6,781.0,87.8,20.3,6072.0,4.47,0.988,0
FALSE POSITIVE,13.6917833,4.198,145.4,1.12,770.0,83.37,14.2,5906.0,4.433,0.931,0
FALSE POSITIVE,25.95633,26.34,158.2,9.75,618.0,34.42,11.9,6139.0,4.53,0.881,0
FALSE POSITIVE,0.572937573,2.576,80.8,1.57,3271.0,27058.33,32.0,7338.0,4.225,1.593,0
FALSE POSITIVE,14.15849823,46.356,347.3,90.09,1910.0,3145.0,225.1,8753.0,3.668,3.746,0
FALSE POSITIVE,207.471349,7.469,229.2,1.57,316.0,2.37,8.0,5731.0,4.359,1.033,0
FALSE POSITIVE,12.3748247,90.01,390.9,81.01,1253.0,583.24,85.7,5165.0,3.491,3.598,0
FALSE POSITIVE,14.541781166,9.1151,143645.0,2722.92,834.0,114.56,768.9,5997.0,4.304,1.148,0
FALSE POSITIVE,12.4261177,28.5357,1230.4,3.8,724.0,64.95,89.9,5713.0,4.554,0.851,0
CONFIRMED,21.1876185,3.69,71.7,0.79,676.0,49.23,8.5,6355.0,4.547,0.849,1
FALSE POSITIVE,12.42560404,23.9402,458.9,2.52,733.0,68.44,40.8,5713.0,4.541,0.893,0
FALSE POSITIVE,30.9604688,14.992,460.9,89.18,1064.0,303.13,27.1,5367.0,3.216,3.558,0
FALSE POSITIVE,1.041619932,8.1218,1840.5,30.94,1858.0,2828.16,374.1,5838.0,4.374,0.991,0
FALSE POSITIVE,2.544594443,3.21373,348777.0,109.72,1608.0,1582.68,608.9,5503.0,4.033,1.616,0
FALSE POSITIVE,56.40651043,18.4332,102294.0,21.93,358.0,3.87,1597.3,5011.0,4.617,0.647,0
FALSE POSITIVE,7.964400574,4.4761,190903.0,61.54,633.0,38.09,879.2,4478.0,4.578,0.715,0
FALSE POSITIVE,6.399101307,4.7439,83326.0,51.77,1042.0,279.38,154.4,6233.0,4.472,0.988,0
CONFIRMED,34.9168399,7.343,500.0,2.39,602.0,31.13,15.4,6194.0,4.445,1.069,1
FALSE POSITIVE,0.56678228,4.725,146.8,0.88,1661.0,1814.33,15.1,4796.0,4.56,0.749,0
FALSE POSITIVE,8.480303653,7.48907,81427.9,22.25,762.0,79.65,301.4,5385.0,4.565,0.787,0
CONFIRMED,22.1270885,4.472,418.2,3.94,721.0,63.98,12.6,5312.0,4.103,1.445,1
FALSE POSITIVE,10.6784787,2.307,201.0,1.12,712.0,60.7,9.4,5459.0,4.583,0.797,0
FALSE POSITIVE,42.559265547,3.36626,207990.0,51.86,487.0,13.28,950.0,5764.0,4.548,0.863,0
FALSE POSITIVE,24.2157996,4.359,322.2,1.58,596.0,29.84,13.6,5659.0,4.473,0.885,0
CONFIRMED,44.2018402,4.949,235.6,1.14,409.0,6.59,18.6,5002.0,4.543,0.753,1
CONFIRMED,15.0330623,6.326,132.2,2.18,928.0,175.74,14.9,5849.0,4.076,1.601,1
FALSE POSITIVE,12.62530918,3.163,39413.0,87.2,1214.0,514.08,32.5,6878.0,4.012,1.844,0
FALSE POSITIVE,124.93576738,7.5608,240899.0,49.34,362.0,4.06,332.8,5887.0,4.477,0.941,0
FALSE POSITIVE,12.720298433,2.4599,283.6,1.37,589.0,28.37,12.7,4914.0,4.61,0.724,0
FALSE POSITIVE,119.67980316,32.1928,299046.0,193.91,847.0,121.45,5357.7,8275.0,3.726,3.251,0
FALSE POSITIVE,6.399107136,5.21981,376769.0,59.15,1031.0,266.9,4322.4,6133.0,4.435,0.935,0
FALSE POSITIVE,8.480304281,7.46159,83114.6,65.0,1504.0,1210.22,5219.5,7059.0,3.946,2.21,0
FALSE POSITIVE,117.6813778,12.7591,45362.0,45.43,575.0,25.76,2426.9,6429.0,3.899,2.079,0
FALSE POSITIVE,17.72722648,4.1376,147144.0,35.18,692.0,54.32,922.1,6021.0,4.52,0.895,0
FALSE POSITIVE,1.71024931,2.833,98.6,1.2,1766.0,2298.2,9.4,6418.0,4.395,1.171,0
FALSE POSITIVE,100.40132734,9.7436,53781.9,26.0,420.0,7.37,1331.0,5903.0,4.353,1.1,0
FALSE POSITIVE,11.320287875,4.82219,243413.0,59.23,928.0,175.69,1539.9,6153.0,4.302,1.127,0
FALSE POSITIVE,1.219034103,2.4494,95697.0,40.46,1977.0,3621.09,319.1,5914.0,4.217,1.271,0
CONFIRMED,5.94228603,2.169,250.0,1.23,797.0,95.34,7.5,4891.0,4.516,0.805,1
CONFIRMED,26.7575866,5.858,455.3,2.28,660.0,44.86,17.7,6215.0,4.44,1.052,1
FALSE POSITIVE,57.0599992,7.463,66168.0,22.31,455.0,10.11,751.5,5931.0,4.545,0.863,0
CONFIRMED,14.5565618,4.554,103.8,1.08,787.0,90.4,17.1,6065.0,4.452,1.061,1
FALSE POSITIVE,0.837898153,2.104,268.9,1.26,1478.0,1128.57,13.9,4748.0,4.526,0.797,0
FALSE POSITIVE,0.603086711,1.0869,1242.8,36.0,2459.0,8675.9,170.0,6353.0,4.397,1.134,0
CONFIRMED,41.7084063,8.567,330.0,2.19,608.0,32.24,24.3,6434.0,4.394,1.138,1
CONFIRMED,33.0257179,6.032,507.1,2.21,564.0,23.95,12.2,5819.0,4.468,0.99,1
FALSE POSITIVE,25.366990665,5.9556,150581.0,56.02,665.0,46.09,2206.5,6208.0,4.454,1.024,0
FALSE POSITIVE,428.32173928,40.5992,316995.0,49.76,220.0,0.56,4594.8,5662.0,4.532,0.806,0
FALSE POSITIVE,82.137609997,6.11904,210772.0,197.85,640.0,39.55,3583.1,6395.0,3.904,2.012,0
FALSE POSITIVE,3.06026014,2.545,59.9,0.83,1284.0,642.06,10.1,5878.0,4.426,1.01,0
FALSE POSITIVE,24.0612744,19.9438,440146.0,83.77,749.0,74.37,1161.1,6461.0,4.338,1.138,0
FALSE POSITIVE,66.36099916,20.0614,416737.0,61.42,420.0,7.33,1866.7,5583.0,4.463,0.857,0
FALSE POSITIVE,8.939461148,6.19136,357832.0,153.32,1407.0,926.24,2427.5,6461.0,3.846,2.225,0
FALSE POSITIVE,135.58607679,5.54241,363134.0,89.83,429.0,7.99,6788.8,6401.0,4.324,1.301,0
FALSE POSITIVE,18.79862195,7.4782,380204.0,55.07,575.0,25.91,551.3,5334.0,4.585,0.796,0
FALSE POSITIVE,6.30828538,2.48633,113526.0,29.34,803.0,98.21,559.2,5069.0,4.524,0.78,0
FALSE POSITIVE,4.80912667,7.9331,134093.0,44.3,1270.0,615.74,1033.2,6462.0,4.371,1.166,0
FALSE POSITIVE,2.33211505,2.96723,105949.0,140.22,1594.0,1530.05,997.8,6384.0,4.348,1.094,0
CONFIRMED,0.53835407,1.5045,190.2,1.67,2386.0,7609.22,46.6,5539.0,4.244,1.207,1
FALSE POSITIVE,249.36211832,8.3559,35830.4,48.69,308.0,2.14,846.1,5940.0,4.352,1.02,0
FALSE POSITIVE,0.664727127,1.561,16.2,0.46,2343.0,7149.67,7.6,6143.0,4.344,1.116,0
CONFIRMED,9.5084871,4.372,97.9,1.65,1131.0,386.61,13.3,6144.0,4.106,1.668,1
CONFIRMED,47.0563327,4.807,762.0,2.57,497.0,14.43,12.1,5889.0,4.492,0.924,1
CONFIRMED,96.169569,7.496,894.5,2.07,321.0,2.52,20.0,5340.0,4.633,0.702,1
FALSE POSITIVE,1.55090374,3.028,11.3,1.11,3190.0,24453.38,11.8,7612.0,3.787,2.968,0
CONFIRMED,82.303914,15.404,737.0,4.47,485.0,13.05,22.3,5602.0,4.13,1.425,1
FALSE POSITIVE,131.97827736,7.14981,345935.0,147.83,457.0,10.32,3766.3,4916.0,3.717,2.182,0
FALSE POSITIVE,0.789171236,1.734,73.4,0.69,1527.0,1291.41,9.0,4776.0,4.516,0.811,0
CONFIRMED,17.9346606,6.25,142.7,2.8,1002.0,238.78,18.8,6426.0,4.013,1.775,1
FALSE POSITIVE,241.07074582,9.88863,70291.7,76.53,699.0,56.58,4257.4,9414.0,3.883,2.777,0
FALSE POSITIVE,106.17593813,10.4168,164738.0,54.91,441.0,8.94,7056.8,6038.0,4.254,1.141,0
FALSE POSITIVE,184.6467208,18.9869,410274.0,72.8,320.0,2.49,1113.2,5713.0,4.414,1.023,0
FALSE POSITIVE,6.282033445,8.3777,181787.0,144.85,1029.0,264.78,1178.0,6074.0,4.45,0.976,0
FALSE POSITIVE,5.519188936,7.1351,217073.0,43.06,932.0,178.7,2270.6,5324.0,4.439,0.897,0
FALSE POSITIVE,4.818863794,6.2625,65936.5,51.32,1595.0,1529.01,2048.7,6313.0,3.936,1.935,0
FALSE POSITIVE,178.26802035,5.86461,45753.9,34.07,256.0,1.02,961.4,5126.0,4.578,0.696,0
FALSE POSITIVE,2.181555909,4.41739,85406.9,91.3,1730.0,2119.28,1548.2,6584.0,4.331,1.246,0
FALSE POSITIVE,0.895276162,3.0518,319082.0,172.25,2731.0,13121.22,932.1,5242.0,3.631,2.55,0
FALSE POSITIVE,244.83274973,4.37001,40206.0,38.3,307.0,2.09,733.5,6105.0,4.443,0.993,0
CONFIRMED,30.4544418,6.896,472.1,2.6,624.0,35.92,17.3,6283.0,4.472,0.984,1
FALSE POSITIVE,10.26558924,3.879,254.6,1.65,828.0,111.18,18.8,5774.0,4.458,0.98,0
FALSE POSITIVE,18.9257333,6.149,188.5,16.74,639.0,39.47,16.2,5455.0,4.421,0.909,0
CONFIRMED,37.8862977,5.218,672.2,2.09,479.0,12.46,14.4,5513.0,4.551,0.818,1
FALSE POSITIVE,11.9615433,3.129,424.5,2.24,847.0,121.71,12.4,6142.0,4.456,1.046,0
FALSE POSITIVE,62.127677128,5.25005,37430.2,38.61,402.0,6.15,990.3,5344.0,4.494,0.807,0
FALSE POSITIVE,31.9730649,8.872,158.6,1.09,530.0,18.59,15.6,5811.0,4.571,0.811,0
FALSE POSITIVE,143.1188694,16.8109,255714.0,53.3,321.0,2.5,1638.0,5713.0,4.554,0.851,0
FALSE POSITIVE,76.81985465,5.16249,229165.0,46.61,379.0,4.88,2314.5,5654.0,4.59,0.774,0
FALSE POSITIVE,165.40574995,13.6363,66402.0,112.86,514.0,16.56,4958.6,6061.0,3.759,2.185,0
FALSE POSITIVE,71.661915163,6.33708,323613.0,55.04,365.0,4.18,1804.1,5075.0,4.497,0.824,0
FALSE POSITIVE,9.44942685,6.40303,488997.0,68.38,813.0,103.29,1246.3,5754.0,4.534,0.905,0
FALSE POSITIVE,0.715802309,1.5586,2208.6,25.52,1656.0,1787.96,137.7,5239.0,4.6,0.757,0
FALSE POSITIVE,70.58284717,8.81169,150931.0,50.88,435.0,8.45,2424.0,5973.0,4.516,0.904,0
FALSE POSITIVE,2.995357359,6.57901,172404.0,112.12,1791.0,2437.81,1467.6,5949.0,3.892,1.94,0
FALSE POSITIVE,3.840485025,2.8592,31353.0,39.38,1077.0,318.66,259.4,5731.0,4.532,0.823,0
FALSE POSITIVE,10.443341795,3.94077,145294.0,44.35,892.0,149.21,842.1,6137.0,4.421,1.005,0
FALSE POSITIVE,4.75307877,2.35,933.0,505.94,7040.0,580415.2,6.4,3486.0,0.5,180.013,0
FALSE POSITIVE,19.515013291,4.59379,256442.0,53.03,588.0,28.31,1018.8,5349.0,4.531,0.851,0
CONFIRMED,1.772451066,2.4592,79.2,1.02,1685.0,1904.34,22.4,6243.0,4.406,1.149,1
CONFIRMED,19.9158863,6.191,143.2,1.41,728.0,66.31,28.3,6047.0,4.387,1.092,1
FALSE POSITIVE,54.061328105,4.48223,79684.0,88.28,514.0,16.51,1012.2,5786.0,4.318,1.112,0
FALSE POSITIVE,34.525990182,4.47294,67161.4,54.35,607.0,32.12,1008.1,6123.0,4.396,1.049,0
FALSE POSITIVE,14.2821417,2.068,224.9,1.08,625.0,36.03,8.7,5374.0,4.588,0.726,0
FALSE POSITIVE,18.64532882,3.63893,433815.0,61.81,656.0,43.71,1256.8,5931.0,4.554,0.845,0
FALSE POSITIVE,20.882125422,8.03365,233450.0,66.27,737.0,69.67,3506.5,6335.0,4.427,1.072,0
CONFIRMED,30.8609783,4.216,128.9,1.08,525.0,17.96,17.8,5627.0,4.552,0.833,1
FALSE POSITIVE,3.652810043,1.5132,119.4,0.89,1015.0,250.33,6.0,5213.0,4.489,0.831,0
FALSE POSITIVE,15.65134872,4.1553,3104.0,118.33,1396.0,898.69,81.6,6552.0,3.586,3.289,0
CONFIRMED,8.37159554,5.252,98.0,2.39,1292.0,659.25,16.6,6426.0,4.013,1.775,1
FALSE POSITIVE,286.1755875,16.1025,328544.0,63.23,276.0,1.38,765.3,5904.0,4.471,0.946,0
FALSE POSITIVE,152.15144795,26.8612,151815.0,53.89,362.0,4.04,2163.4,6217.0,4.472,0.989,0
FALSE POSITIVE,0.542636318,1.2536,74.6,1.39,2659.0,11844.28,17.3,5277.0,3.96,1.633,0
FALSE POSITIVE,29.911334059,7.26916,354377.0,47.83,471.0,11.68,1349.8,5303.0,4.632,0.704,0
FALSE POSITIVE,5.877122485,4.71655,362900.0,125.68,1402.0,913.57,1210.8,5702.0,3.807,1.821,0
FALSE POSITIVE,10.636305846,5.17212,216063.0,64.91,1110.0,358.62,1419.0,6781.0,4.221,1.345,0
FALSE POSITIVE,2.1032389,6.4774,24852.5,36.63,1238.0,555.0,625.1,5546.0,4.587,0.786,0
FALSE POSITIVE,46.698200933,3.57049,54592.5,38.79,468.0,11.31,879.0,5772.0,4.518,0.756,0
CONFIRMED,15.99560373,3.471,221.7,1.04,550.0,21.54,20.0,4955.0,4.61,0.721,1
FALSE POSITIVE,4.39451798,2.9527,223616.0,65.76,554.0,22.27,249.5,3695.0,4.773,0.483,0
FALSE POSITIVE,25.9518795,21.569,1312.3,35.1,645.0,41.0,63.7,5753.0,4.335,1.078,0
FALSE POSITIVE,56.048096688,4.04427,53725.8,42.62,400.0,6.06,1003.7,5222.0,4.518,0.78,0
FALSE POSITIVE,2.25161215,2.1,23.9,1.14,2934.0,17529.42,9.2,9464.0,4.116,2.184,0
FALSE POSITIVE,50.35545898,5.51863,107138.0,31.66,492.0,13.81,1219.4,5936.0,4.501,0.965,0
CONFIRMED,14.0328775,6.684,210.9,1.45,783.0,88.83,11.8,6063.0,4.47,1.001,1
CONFIRMED,13.2226149,4.337,261.7,1.75,740.0,71.11,12.6,5931.0,4.545,0.863,1
FALSE POSITIVE,3.54828691,3.281,70.9,1.69,1795.0,2458.09,9.9,6573.0,4.01,1.987,0
FALSE POSITIVE,18.79852,4.795,487.4,2.04,509.0,15.82,11.2,4808.0,4.589,0.715,0
FALSE POSITIVE,156.51657398,12.2259,113337.0,61.44,367.0,4.31,2016.1,6002.0,4.354,1.084,0
FALSE POSITIVE,1.366946478,3.37701,158643.0,43.45,1403.0,910.99,796.5,5353.0,4.527,0.757,0
FALSE POSITIVE,313.09275066,14.3447,445612.0,47.52,207.0,0.44,1952.3,5067.0,4.596,0.673,0
FALSE POSITIVE,0.566813677,2.458,61.2,0.77,2269.0,6276.41,11.5,6106.0,4.487,0.966,0
FALSE POSITIVE,157.32263943,21.9232,153932.0,56.66,351.0,3.61,1386.8,6109.0,4.472,0.989,0
FALSE POSITIVE,9.53040216,5.95809,321541.0,60.49,805.0,99.43,185.6,5501.0,4.438,0.912,0
FALSE POSITIVE,4.218512654,3.62939,23416.8,16.67,1189.0,472.03,699.9,6185.0,4.472,0.991,0
FALSE POSITIVE,8.529991199,3.9954,20083.7,44.86,940.0,184.92,389.8,6185.0,4.472,0.991,0
FALSE POSITIVE,1.922862476,3.4594,101272.0,70.65,1827.0,2631.95,362.1,6408.0,4.246,1.303,0
CONFIRMED,16.00747237,1.267,277.6,2.99,838.0,116.46,14.7,5857.0,4.204,1.305,1
CONFIRMED,54.6493679,7.962,432.5,2.64,538.0,19.86,15.1,5751.0,4.234,1.282,1
CONFIRMED,100.8276725,8.39,1778.8,4.35,364.0,4.16,36.7,5301.0,4.391,0.977,1
FALSE POSITIVE,0.905675699,1.701,73.2,0.77,1780.0,2374.98,10.2,5730.0,4.518,0.903,0
FALSE POSITIVE,15.9750417,3.549,643.5,90.37,1143.0,403.2,37.5,5220.0,3.52,3.456,0
CONFIRMED,16.0505464,3.171,94.4,0.81,630.0,37.12,14.6,5428.0,4.563,0.853,1
FALSE POSITIVE,0.805267592,0.887,146.6,1.35,2165.0,5216.79,9.8,6268.0,4.429,1.1,0
FALSE POSITIVE,11.082622625,6.62584,268725.0,48.38,793.0,93.67,1725.6,5831.0,4.503,0.922,0
FALSE POSITIVE,421.42848194,8.60447,96654.3,54.16,335.0,2.97,3162.0,6235.0,4.034,1.708,0
FALSE POSITIVE,1.096587245,3.0287,541.2,168.68,1726.0,2096.5,67.1,5869.0,4.513,0.942,0
FALSE POSITIVE,3.012476415,3.31903,198402.0,58.77,1388.0,879.89,2060.3,6015.0,4.329,1.088,0
FALSE POSITIVE,204.74104758,20.5357,333804.0,97.39,404.0,6.3,2000.2,6517.0,4.211,1.44,0
FALSE POSITIVE,0.759740194,3.252,42.5,0.67,2059.0,4245.86,13.7,6046.0,4.478,1.007,0
FALSE POSITIVE,4.664186517,4.0639,555376.0,278.81,1683.0,1896.44,445.7,5062.0,3.515,3.579,0
FALSE POSITIVE,1.092066399,2.97608,401890.0,40.74,1164.0,432.44,1160.6,4556.0,4.67,0.576,0
FALSE POSITIVE,3.053578643,3.22884,52879.9,35.35,1035.0,271.46,661.4,5414.0,4.625,0.714,0
FALSE POSITIVE,2.992662857,2.5258,113705.0,60.35,1476.0,1123.54,296.8,4927.0,3.883,1.837,0
FALSE POSITIVE,4.664188563,3.773,11360.5,52.09,1221.0,525.46,272.6,5699.0,4.192,1.215,0
FALSE POSITIVE,0.954873008,1.0613,33.0,0.81,2325.0,6913.47,1.5,6092.0,4.114,1.363,0
FALSE POSITIVE,0.56493412,2.57621,252639.0,33.4,1458.0,1071.88,1361.5,4748.0,4.729,0.534,0
FALSE POSITIVE,1.674984844,4.92134,234579.0,150.48,3055.0,20561.29,858.8,8285.0,3.971,2.451,0
CONFIRMED,7.31945294,4.881,166.8,5.05,1682.0,1891.07,16.3,5745.0,3.499,3.955,1
CONFIRMED,35.8007112,8.219,417.4,7.97,991.0,227.68,25.0,5745.0,3.499,3.955,1
FALSE POSITIVE,0.790049989,2.794,70.8,0.67,1724.0,2082.67,12.3,5427.0,4.53,0.808,0
FALSE POSITIVE,14.15402615,4.115,21653.0,29.61,495.0,14.25,23.9,4352.0,4.61,0.661,0
FALSE POSITIVE,33.93754213,11.1677,32990.3,138.25,618.0,34.42,1112.0,6220.0,4.414,1.066,0
CONFIRMED,20.7057153,9.678,115.9,3.22,967.0,206.73,13.5,5668.0,3.792,2.437,1
FALSE POSITIVE,3.7228679,9.557,52.1,0.74,1182.0,461.27,9.8,6046.0,4.509,0.927,0
CONFIRMED,58.0198583,5.348,1286.6,3.46,354.0,3.7,66.0,4920.0,4.62,0.72,1
FALSE POSITIVE,4.286103033,2.6422,173359.0,25.8,686.0,52.42,397.1,4206.0,4.663,0.591,0
FALSE POSITIVE,290.7778719,12.0525,225767.0,45.27,222.0,0.58,1836.8,5207.0,4.585,0.734,0
FALSE POSITIVE,5.017239915,4.36126,144642.0,41.75,1229.0,538.77,970.9,6519.0,4.41,1.079,0
FALSE POSITIVE,0.937923475,3.164,40.4,0.52,1588.0,1503.05,12.0,5398.0,4.58,0.805,0
FALSE POSITIVE,204.0329342,17.5623,411374.0,57.35,272.0,1.29,884.9,5553.0,4.577,0.806,0
FALSE POSITIVE,2.148219541,2.94091,457844.0,49.6,1009.0,244.99,619.8,4694.0,4.6,0.672,0
FALSE POSITIVE,58.621578824,8.52961,142951.0,40.43,385.0,5.19,1887.7,5232.0,4.554,0.725,0
FALSE POSITIVE,3.125821128,2.2163,5025.4,110.58,2087.0,4481.76,245.2,6137.0,3.705,2.852,0
FALSE POSITIVE,1.032068851,2.1344,121993.0,44.35,1221.0,523.01,140.0,4387.0,4.587,0.711,0
FALSE POSITIVE,6.6751871,2.372,178.3,1.09,890.0,148.28,7.0,5774.0,4.567,0.818,0
FALSE POSITIVE,1.450205839,3.6373,25883.7,92.78,2675.0,12063.44,419.0,7564.0,4.093,1.893,0
FALSE POSITIVE,3.224486463,4.61686,403734.0,79.08,1456.0,1060.42,1905.1,6389.0,4.331,1.16,0
FALSE POSITIVE,44.14579777,4.088,224228.0,62.24,504.0,15.25,434.9,5876.0,4.492,0.896,0
FALSE POSITIVE,33.3239576,37.217,2012.1,2.55,416.0,7.06,173.7,5192.0,4.707,0.555,0
FALSE POSITIVE,0.94102954,4.415,34.5,1.41,2761.0,13794.93,13.3,5766.0,3.783,2.409,0
CONFIRMED,1.992812339,2.066,314.8,6.81,675.0,48.82,16.8,3638.0,4.844,0.42,1
FALSE POSITIVE,36.514374043,6.48255,111620.0,33.27,546.0,21.08,1701.1,5811.0,4.465,1.0,0
CONFIRMED,39.818832,10.757,199.1,2.23,650.0,42.32,29.4,5710.0,4.073,1.524,1
CONFIRMED,25.4337864,6.514,302.0,2.0,667.0,46.8,14.3,5806.0,4.321,1.158,1
FALSE POSITIVE,67.451045,8.9387,7062.8,36.7,562.0,23.61,205.4,4847.0,3.726,2.191,0
CONFIRMED,52.6095103,8.202,203.7,1.83,553.0,22.13,15.3,5881.0,4.259,1.294,1
CONFIRMED,198.7106251,8.638,2094.8,3.56,258.0,1.05,62.1,5180.0,4.548,0.8,1
FALSE POSITIVE,15.873380595,8.0429,208362.0,630.53,962.0,202.23,978.2,5622.0,3.907,1.895,0
FALSE POSITIVE,65.583665567,5.01216,242398.0,41.22,371.0,4.5,1649.5,5516.0,4.65,0.666,0
FALSE POSITIVE,394.67816267,6.05443,253376.0,52.16,235.0,0.72,1500.7,5780.0,4.505,0.83,0
FALSE POSITIVE,111.31980522,23.0078,62704.9,63.68,539.0,20.01,3433.7,5022.0,3.562,2.58,0
FALSE POSITIVE,110.29512684,16.5339,176336.0,37.88,362.0,4.06,2084.3,5753.0,4.503,0.895,0
FALSE POSITIVE,95.178317934,3.60125,128575.0,28.75,272.0,1.29,2279.1,4523.0,4.615,0.653,0
CONFIRMED,31.2543238,5.662,438.0,2.29,635.0,38.54,14.7,6246.0,4.433,1.092,1
FALSE POSITIVE,61.4911479,9.745,58702.9,22.76,438.0,8.7,1421.7,5830.0,4.54,0.876,0
CONFIRMED,110.2867031,4.427,145.3,1.41,414.0,6.96,16.4,5931.0,4.322,1.101,1
CONFIRMED,11.8061737,4.472,88.1,2.87,1407.0,926.72,10.1,6900.0,3.843,2.599,1
CONFIRMED,6.15828666,6.329,57.7,1.2,1212.0,510.35,16.4,5710.0,4.073,1.524,1
FALSE POSITIVE,10.828825742,0.7275,92.1,0.76,758.0,78.3,4.8,5862.0,4.584,0.785,0
CONFIRMED,82.292865,7.048,371.1,1.82,400.0,6.07,13.0,5626.0,4.467,0.957,1
CONFIRMED,92.436978,6.432,955.2,2.89,348.0,3.46,17.8,5595.0,4.606,0.741,1
FALSE POSITIVE,11.08260553,6.23,601.2,7.34,1108.0,355.64,51.3,5125.0,3.674,2.196,0
